date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:59:35	125318/125318	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_es.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_es.svg	(from https://stadia.google.com/controller/index_es.html)
14:59:35	127899/127899	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_es.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_es.svg	(from https://stadia.google.com/controller/index_es.html)
14:59:36	154312/154312	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__es.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__es.js	(from https://stadia.google.com/controller/index_es.html)
14:59:36	108388/108388	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_cs.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_cs.svg	(from https://stadia.google.com/controller/index_cs.html)
14:59:36	107505/107505	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_cs.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_cs.svg	(from https://stadia.google.com/controller/index_cs.html)
14:59:37	110012/110012	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_cs.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_cs.svg	(from https://stadia.google.com/controller/index_cs.html)
14:59:37	159006/159006	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__cs.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__cs.js	(from https://stadia.google.com/controller/index_cs.html)
14:59:38	122968/122968	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_pt-PT.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_pt-PT.svg	(from https://stadia.google.com/controller/index_pt_PT.html)
14:59:38	130534/130534	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_pt-PT.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_pt-PT.svg	(from https://stadia.google.com/controller/index_pt_PT.html)
14:59:38	132960/132960	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_pt-PT.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_pt-PT.svg	(from https://stadia.google.com/controller/index_pt_PT.html)
14:59:39	153857/153857	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__pt_pt.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__pt_pt.js	(from https://stadia.google.com/controller/index_pt_PT.html)
14:59:39	105486/105486	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_sk.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_sk.svg	(from https://stadia.google.com/controller/index_sk.html)
14:59:40	106633/106633	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_sk.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_sk.svg	(from https://stadia.google.com/controller/index_sk.html)
14:59:40	109171/109171	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_sk.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_sk.svg	(from https://stadia.google.com/controller/index_sk.html)
14:59:41	160516/160516	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__sk.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__sk.js	(from https://stadia.google.com/controller/index_sk.html)
14:59:41	102296/102296	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_pl.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_pl.svg	(from https://stadia.google.com/controller/index_pl.html)
14:59:41	106376/106376	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_pl.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_pl.svg	(from https://stadia.google.com/controller/index_pl.html)
14:59:42	108802/108802	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_pl.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_pl.svg	(from https://stadia.google.com/controller/index_pl.html)
14:59:42	157873/157873	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__pl.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__pl.js	(from https://stadia.google.com/controller/index_pl.html)
14:59:43	123610/123610	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_da.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_da.svg	(from https://stadia.google.com/controller/index_da.html)
14:59:43	131651/131651	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_da.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_da.svg	(from https://stadia.google.com/controller/index_da.html)
14:59:43	134100/134100	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_da.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_da.svg	(from https://stadia.google.com/controller/index_da.html)
14:59:44	153396/153396	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__da.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__da.js	(from https://stadia.google.com/controller/index_da.html)
14:59:44	130578/130578	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_ro.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_ro.svg	(from https://stadia.google.com/controller/index_ro.html)
14:59:45	130291/130291	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_ro.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_ro.svg	(from https://stadia.google.com/controller/index_ro.html)
14:59:45	132717/132717	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_ro.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_ro.svg	(from https://stadia.google.com/controller/index_ro.html)
14:59:46	156591/156591	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__ro.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__ro.js	(from https://stadia.google.com/controller/index_ro.html)
14:59:46	113759/113759	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_ca.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_ca.svg	(from https://stadia.google.com/controller/index_ca.html)
14:59:46	132708/132708	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_ca.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_ca.svg	(from https://stadia.google.com/controller/index_ca.html)
14:59:47	135215/135215	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_ca.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_ca.svg	(from https://stadia.google.com/controller/index_ca.html)
14:59:47	154088/154088	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__ca.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__ca.js	(from https://stadia.google.com/controller/index_ca.html)
14:59:48	120452/120452	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_nl.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_nl.svg	(from https://stadia.google.com/controller/index_nl.html)
14:59:48	129498/129498	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_nl.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_nl.svg	(from https://stadia.google.com/controller/index_nl.html)
14:59:48	131924/131924	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_nl.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_nl.svg	(from https://stadia.google.com/controller/index_nl.html)
14:59:49	152099/152099	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__nl.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__nl.js	(from https://stadia.google.com/controller/index_nl.html)
14:59:49	106291/106291	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_en-GB.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_en-GB.svg	(from https://stadia.google.com/controller/index_en_GB.html)
14:59:50	109484/109484	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_en-GB.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_en-GB.svg	(from https://stadia.google.com/controller/index_en_GB.html)
14:59:50	111933/111933	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_en-GB.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_en-GB.svg	(from https://stadia.google.com/controller/index_en_GB.html)
14:59:51	149981/149981	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__en_gb.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__en_gb.js	(from https://stadia.google.com/controller/index_en_GB.html)
14:59:51	119286/119286	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_es-419.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_es-419.svg	(from https://stadia.google.com/controller/index_es_419.html)
14:59:51	123968/123968	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_es-419.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_es-419.svg	(from https://stadia.google.com/controller/index_es_419.html)
14:59:52	126549/126549	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_es-419.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_es-419.svg	(from https://stadia.google.com/controller/index_es_419.html)
14:59:52	154037/154037	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__es_419.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__es_419.js	(from https://stadia.google.com/controller/index_es_419.html)
14:59:53	106980/106980	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Verify_tr.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Verify_tr.svg	(from https://stadia.google.com/controller/index_tr.html)
14:59:53	109729/109729	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Download_tr.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Download_tr.svg	(from https://stadia.google.com/controller/index_tr.html)
14:59:53	112267/112267	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Jan%202023%2014:58:00%20GMT	https://stadia.google.com/controller/assets/Chrome_dialog_Install_tr.svg	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/assets/Chrome_dialog_Install_tr.svg	(from https://stadia.google.com/controller/index_tr.html)
14:59:56	158896/158896	---M--	200	added ('OK')	text/javascript	date:Mon,%2016%20Jan%202023%2019:38:00%20GMT	https://stadia.google.com/controller/app_combined__tr.js	C:/My%20Web%20Sites/stada%20data%20s/stadia.google.com/controller/app_combined__tr.js	(from https://stadia.google.com/controller/index_tr.html)
